startup_name;date_incorporated
extraleben GmbH;2017-04-03
eatwild GmbH;2017-04-01
ACM Adaptive City Mobility GmbH;2017-03-31
Aconity3D GmbH;2017-03-31
Airyx GmbH;2017-03-31
ArrowTec GmbH;2017-03-31
blink.it GmbH & Co. KG;2017-03-31
Chimpify UG (haftungsbeschränkt);2017-03-31
Das Gesundheitsplus UG (haftungsbeschränkt);2017-03-31
F3: Maritime Technology UG (haftungsbeschränkt);2017-03-31
Sensitu GmbH;2017-03-31
Velopad GmbH;2017-03-31
AMN Data Solutions GmbH;2017-03-30
Bio Fresh Alliance GmbH;2017-03-30
CargoBytes GmbH;2017-03-30
Cleazz GmbH;2017-03-30
Cosmetri GmbH;2017-03-30
Neoscan Solutions GmbH;2017-03-30
NeuroControls GmbH;2017-03-30
Penseo GmbH;2017-03-30
selectION Therapeutics GmbH;2017-03-30
TEP - Products GmbH;2017-03-30
W2V GmbH;2017-03-30
Bradshire Mountain UG (haftungsbeschränkt);2017-03-29
Digital Charging Solutions GmbH;2017-03-29
IOTIQ GmbH;2017-03-29
Jumedi GmbH;2017-03-29
Patent-Pilot GmbH;2017-03-29
RiPower GmbH;2017-03-29
Shape World GmbH;2017-03-29
SSR Performance GmbH;2017-03-29
ZEBRA Sails GmbH;2017-03-29
EarlyBio GmbH;2017-03-28
FLAXRES GmbH;2017-03-28
MIRECA MEDICINES GmbH;2017-03-28
NanoWired GmbH;2017-03-28
SIRPLUS GmbH;2017-03-28
SoulWrite UG (haftungsbeschränkt);2017-03-28
TK Linear GmbH;2017-03-28
VR Quest GmbH;2017-03-28
MFR Logsys UG (haftungsbeschränkt);2017-03-27
NB Green Cosmetics GmbH;2017-03-27
PatronGG GmbH;2017-03-27
Relatively Unique UG (haftungsbeschränkt);2017-03-27
Ruhrkraft GmbH;2017-03-27
Superseven GmbH;2017-03-27
TonePedia GmbH;2017-03-27
Cobrainer GmbH;2017-03-25
Fund your Farmer GmbH;2017-03-25
iThera Scientific GmbH;2017-03-25
Planet Plant-Based GmbH;2017-03-25
Apostera GmbH;2017-03-24
Central BioHub GmbH;2017-03-24
Coskun GmbH;2017-03-24
DesmoDyne UG (haftungsbeschränkt);2017-03-24
kfl GmbH;2017-03-24
KitchenAdvisor GmbH;2017-03-24
MARUKAS GmbH;2017-03-24
oneIDentity+ GmbH;2017-03-24
polybiocept GmbH;2017-03-24
smartE5 GmbH;2017-03-24
Strive Media GmbH;2017-03-24
zahneins Verwaltungs GmbH;2017-03-24
boddels GmbH;2017-03-23
CAMPR GmbH;2017-03-23
enra GmbH;2017-03-23
HOKOSIL Elastomertechnik GmbH;2017-03-23
LAGUSO GmbH;2017-03-23
Occulto GmbH;2017-03-23
Octorank UG (haftungsbeschränkt);2017-03-23
Plantura GmbH;2017-03-23
Roller-Revolution GmbH;2017-03-23
Smart Wins Technologies GmbH;2017-03-23
Starberry Games GmbH;2017-03-23
Vacuna GmbH;2017-03-23
blueShepherd GmbH;2017-03-22
Cachai GmbH;2017-03-22
COYN GmbH;2017-03-22
DYNGHT GmbH;2017-03-22
ICAMO Solutions GmbH;2017-03-22
Talentif UG (haftungsbeschränkt);2017-03-22
Timberty Deutschland GmbH;2017-03-22
Wonderz GmbH;2017-03-22
Batemo GmbH;2017-03-21
Homecharge GmbH;2017-03-21
Karian INT. GmbH;2017-03-21
Leonyte Biosystems GmbH;2017-03-21
MotionWerk GmbH;2017-03-21
promejo GmbH;2017-03-21
smapla GmbH;2017-03-21
Soofre GmbH;2017-03-21
STEP Mobility GmbH;2017-03-21
VEELIX GmbH;2017-03-21
BODYSCAN & GO GmbH;2017-03-20
einviertel UG (haftungsbeschränkt);2017-03-20
GANNIKUS GmbH;2017-03-20
Studio Botanic GmbH;2017-03-20
The Prep GmbH;2017-03-20
Zero Emission Energy GmbH;2017-03-20
Bierwerk Gerstenfux GmbH;2017-03-17
Bitrays UG (haftungsbeschränkt);2017-03-17
MAAT Labs GmbH;2017-03-17
MAKOBA GmbH & Co. KG;2017-03-17
MiniTec Smart Solutions GmbH;2017-03-17
Samuel Wartmann Softwaredienstleistungs UG (haftungsbeschränkt);2017-03-17
SPOTIC GmbH;2017-03-17
wealthpilot GmbH;2017-03-17
11 + media GmbH;2017-03-16
Arbeitsmarkt Aktuell AG;2017-03-16
Bavarian Caps GmbH;2017-03-16
beep UG (haftungsbeschränkt);2017-03-16
Bodenschatz Fashion GmbH;2017-03-16
Buyerstage GmbH;2017-03-16
Mass Power GmbH;2017-03-16
NEVAS GmbH;2017-03-16
PHANAX UG (haftungsbeschränkt);2017-03-16
Xploraytion GmbH;2017-03-16
Airpaq GmbH;2017-03-15
biOriens GmbH;2017-03-15
Candide Schokoladen GmbH;2017-03-15
doks. innovation GmbH;2017-03-15
Hallo Welt Systeme UG (haftungsbeschränkt);2017-03-15
HYDAQ Innovations GmbH;2017-03-15
Infinity Source GmbH;2017-03-15
JaSa UG (haftungsbeschränkt);2017-03-15
ScatterBlogs GmbH;2017-03-15
Velo Lab GmbH;2017-03-15
Allocabo GmbH;2017-03-14
C8 Development UG (haftungsbeschränkt);2017-03-14
COLORSXSTUDIOS GmbH;2017-03-14
FM Naturprodukte GmbH;2017-03-14
Immopreneur GmbH;2017-03-14
Movacare GmbH;2017-03-14
Prima Klima Foods GmbH;2017-03-14
Systematic Investments GmbH;2017-03-14
AISports Watch GmbH;2017-03-13
alpha-cannabis Pharma GmbH;2017-03-13
AMM Arzneimittelmanufaktur GmbH & Co. KG;2017-03-13
Gunda Automation GmbH;2017-03-13
NetFit Europe GmbH;2017-03-13
Blickfeld GmbH;2017-03-11
Caspar GmbH;2017-03-10
clarifydata GmbH;2017-03-10
Cryptom Technologies UG (haftungsbeschränkt);2017-03-10
District Technologies GmbH;2017-03-10
Funked Up GmbH;2017-03-10
Goalkeeping Development GmbH;2017-03-10
Helios Health Institute GmbH;2017-03-10
Lampuga GmbH;2017-03-10
LAO Ingenieurgesellschaft mbH;2017-03-10
Members App GmbH;2017-03-10
PINK and BLUE UG (haftungsbeschränkt);2017-03-10
SoD ScreenOnDemand GmbH;2017-03-10
trusteddocks.com GmbH;2017-03-10
Vellvie International UG (haftungsbeschränkt);2017-03-10
AddWorx UG (haftungsbeschränkt);2017-03-09
CreditLinks GmbH;2017-03-09
HyBrike GmbH;2017-03-09
Immocation GmbH;2017-03-09
IMS tools4mechatronic UG (haftungsbeschränkt);2017-03-09
otomed Pharma GmbH;2017-03-09
playSports GmbH;2017-03-09
shared understanding GmbH;2017-03-09
Aumentar AG;2017-03-08
automate.website UG (haftungsbeschränkt);2017-03-08
DATA VALUE Holding GmbH;2017-03-08
FoodHalal 4U UG (haftungsbeschränkt);2017-03-08
Innovailably GmbH;2017-03-08
KetoUp GmbH;2017-03-08
LectioPro GmbH;2017-03-08
Medipee GmbH;2017-03-08
Shape Engineering GmbH;2017-03-08
Smart City Concepts GmbH;2017-03-08
Therabe UG (haftungsbeschränkt);2017-03-08
BusinessPilot GmbH;2017-03-07
Fabula Games GmbH;2017-03-07
FRESH!PACKING GmbH;2017-03-07
Jicki GmbH;2017-03-07
Last Message GmbH;2017-03-07
NAiSE GmbH;2017-03-07
NIOLOG UG (haftungsbeschränkt);2017-03-07
qimjo GmbH;2017-03-07
RASANDO International GmbH;2017-03-07
Smart City System GmbH;2017-03-07
SpeakingOf UG (haftungsbeschränkt);2017-03-07
T-CURX GmbH;2017-03-07
VERDEN Studios GmbH;2017-03-07
Attensys.io GmbH;2017-03-06
GFT German Fluorolined Technik GmbH;2017-03-06
Greenzone UG (haftungsbeschränkt);2017-03-06
MoD Holding GmbH;2017-03-06
ReMePlace GmbH;2017-03-06
Unimon UG (haftungsbeschränkt);2017-03-06
Crashtest Security GmbH;2017-03-04
Intersellers GmbH;2017-03-04
ACT Arterial Closure Technology UG (haftungsbeschränkt);2017-03-03
Binando GmbH;2017-03-03
bookitgreen UG (haftungsbeschränkt);2017-03-03
crowgames UG (haftungsbeschränkt);2017-03-03
Duschkraft GmbH;2017-03-03
essentim GmbH;2017-03-03
Khoros GmbH;2017-03-03
naledo UG (haftungsbeschränkt);2017-03-03
Orbix GmbH;2017-03-03
PetaByte FE UG (haftungsbeschränkt);2017-03-03
Rankstage UG (haftungsbeschränkt);2017-03-03
S-biosystems GmbH;2017-03-03
syqlo GmbH;2017-03-03
Binary Tree GmbH;2017-03-02
carida products GmbH;2017-03-02
EXPERTRY GmbH;2017-03-02
Garofix UG (haftungsbeschränkt);2017-03-02
Vlyby Digital GmbH;2017-03-02
WHAPOW Deutschland GmbH;2017-03-02
Zenfulfillment GmbH;2017-03-02
iconea GmbH;2017-03-01
moebelversand.online Flensburg GmbH;2017-03-01
Nutrition Conception UG (haftungsbeschränkt);2017-03-01
RMDCN-Sport UG (haftungsbeschränkt);2017-03-01
SECOLINO Deutschland GmbH;2017-03-01
Actome GmbH;2017-02-28
Ceus UG (haftungsbeschränkt);2017-02-28
Foodtastic GmbH;2017-02-28
IN2 Digital Innovations GmbH;2017-02-28
Innorobot GmbH;2017-02-28
Iredheat UG (haftungsbeschränkt);2017-02-28
Masterplan com GmbH;2017-02-28
Reboot Mobility GmbH;2017-02-28
Rugged Bytes IT-Services GmbH;2017-02-28
SMOCA Aviation Software UG (haftungsbeschränkt);2017-02-28
Social Engineering Academy (SEA) GmbH;2017-02-28
Turbit Systems GmbH;2017-02-28
Yourfy UG (haftungsbeschränkt);2017-02-28
Art of Greens UG (haftungsbeschränkt);2017-02-27
Free Spirit GmbH;2017-02-27
ND Holding GmbH;2017-02-27
RITTEC Umwelttechnik GmbH;2017-02-27
VAI Trade GmbH;2017-02-27
Spjder GmbH;2017-02-25
G Esports Holding GmbH;2017-02-24
GiGa infosystems GmbH;2017-02-24
HIKITEC GmbH;2017-02-24
inveox GmbH;2017-02-24
Navisense GmbH;2017-02-24
PersoFleet GmbH;2017-02-24
Qompass Solutions GmbH;2017-02-24
Trip to solutions GmbH;2017-02-24
3Bears GmbH;2017-02-23
AS Kunststoffprofile GmbH;2017-02-23
EEO Tech GmbH;2017-02-23
Her Money GmbH;2017-02-23
KuNo Systems GmbH;2017-02-23
LAPALOMA GmbH;2017-02-23
Paladyn GmbH;2017-02-23
Papa Fuego GmbH;2017-02-23
pirate robotics UG (haftungsbeschränkt);2017-02-23
thingsTHINKING GmbH;2017-02-23
Trionplas Technologies GmbH;2017-02-23
Goodwolf GmbH;2017-02-22
Linearity GmbH;2017-02-22
mind27 UG (haftungsbeschränkt);2017-02-22
Omega Phytonutrition UG (haftungsbeschränkt);2017-02-22
Schweitzer Systemtechnik GmbH;2017-02-22
Vantik GmbH;2017-02-22
Vir2ell.com Internet Solutions GmbH;2017-02-22
VK Energie GmbH;2017-02-22
CUBE fx GmbH;2017-02-21
CUPFORCUP GmbH;2017-02-21
Dancit Fitness GmbH;2017-02-21
Fleega Solutions UG (haftungsbeschränkt);2017-02-21
Habyt GmbH;2017-02-21
Julius Marine GmbH;2017-02-21
Knips-O-Mat UG (haftungsbeschränkt);2017-02-21
MY-CAMP GmbH;2017-02-21
Neodigital Versicherung AG;2017-02-21
NOSEdat GmbH;2017-02-21
reCup GmbH;2017-02-21
stilform GmbH;2017-02-21
Stream Time GmbH;2017-02-21
ViGeneron GmbH;2017-02-21
CoachYoo UG (haftungsbeschränkt);2017-02-20
CONTAINERWERK eins GmbH;2017-02-20
Lumento GmbH;2017-02-20
OPUS Hotdrink GmbH;2017-02-20
PCR Roastery GmbH;2017-02-20
persomatch GmbH;2017-02-20
SHERPA Healthcare UG (haftungsbeschränkt);2017-02-20
whitelisthackers GmbH;2017-02-20
aidkit.ai GmbH;2017-02-18
Bling Bling Games GmbH;2017-02-17
Comgy GmbH;2017-02-17
concrete robotics GmbH;2017-02-17
EDSC GmbH & Co. KG;2017-02-17
Elixirnet UG (haftungsbeschränkt);2017-02-17
humbee solutions GmbH;2017-02-17
Imanox GmbH;2017-02-17
Intecs GmbH;2017-02-17
Octopus Energy Germany GmbH;2017-02-17
Ovie UG (haftungsbeschränkt);2017-02-17
Renumics GmbH;2017-02-17
rideto GmbH;2017-02-17
stoba e-Systems GmbH;2017-02-17
Udacity GmbH;2017-02-17
24x.press GmbH;2017-02-16
Bettermeal UG (haftungsbeschränkt);2017-02-16
Consiliari GmbH;2017-02-16
Digitalprojekt 1 GmbH;2017-02-16
Scherk GmbH;2017-02-16
senden24 GmbH;2017-02-16
streamlaw GmbH;2017-02-16
Wintertag UG (haftungsbeschränkt);2017-02-16
Enway GmbH;2017-02-15
Formhand Automation GmbH;2017-02-15
Pruvia GmbH;2017-02-15
Roccat Games Studio GmbH;2017-02-15
Enpal GmbH;2017-02-14
Fast-Sports UG (haftungsbeschränkt);2017-02-14
Innolith Science and Technology GmbH;2017-02-14
Klarso GmbH;2017-02-14
Rasa Technologies GmbH;2017-02-14
Savuro GmbH;2017-02-14
S-Biomedic GmbH;2017-02-14
SCADA-Automation GmbH;2017-02-14
Scutera Software GmbH;2017-02-14
team hy GmbH;2017-02-14
water stuff & sun GmbH;2017-02-14
Athlagon GmbH;2017-02-13
CISOCON GmbH;2017-02-13
E3D Ingenieurgesellschaft mbH;2017-02-13
Getreideglück UG (haftungsbeschränkt);2017-02-13
GIFT Netlabel UG (haftungsbeschränkt);2017-02-13
ilogixx GmbH;2017-02-13
Mentor Verlag GmbH;2017-02-13
MyBiotech GmbH;2017-02-13
Picnic GmbH;2017-02-13
SNUBES GmbH;2017-02-13
croit GmbH;2017-02-11
Radicle UG (haftungsbeschränkt);2017-02-11
ActiWait GmbH;2017-02-10
Beneficial Design Institute GmbH;2017-02-10
Elyte GmbH;2017-02-10
i2x GmbH;2017-02-10
Neo food solutions UG (haftungsbeschränkt);2017-02-10
Qurdo GmbH;2017-02-10
rsaccess GmbH;2017-02-10
Trusted Music UG (haftungsbeschränkt);2017-02-10
Circula GmbH;2017-02-09
Fairlance UG (haftungsbeschränkt);2017-02-09
GRITSpot GmbH;2017-02-09
Hyperganic Group GmbH;2017-02-09
INCYDE industrial cyber defense GmbH;2017-02-09
LegalHorizon AG;2017-02-09
Leichter als du denkst GmbH;2017-02-09
Tenjin UG (haftungsbeschränkt);2017-02-09
escamed UG (haftungsbeschränkt);2017-02-08
Othoz GmbH;2017-02-08
QUARTIQ GmbH;2017-02-08
SFY GmbH;2017-02-08
S&Y Spindle & Yarn GmbH;2017-02-08
THEFTEX GmbH;2017-02-08
AIM3D GmbH;2017-02-07
AssistMe GmbH;2017-02-07
Cannamedical Pharma GmbH;2017-02-07
completeorganics GmbH;2017-02-07
Conmaro AG;2017-02-07
conVela GmbH;2017-02-07
Enviro Analytical Instruments GmbH;2017-02-07
GYMPROVE GmbH;2017-02-07
Humanitarian Clothing GmbH;2017-02-07
JAFD Drinks GmbH;2017-02-07
smartZebra GmbH;2017-02-07
yoganect GmbH;2017-02-07
Ayacandas GmbH;2017-02-06
deva garden UG (haftungsbeschränkt);2017-02-06
entsorgo GmbH;2017-02-06
Feral GmbH;2017-02-06
Health Rise GmbH;2017-02-06
meta:proc GmbH;2017-02-06
MVPF Technologies GmbH;2017-02-06
Q-lipay GmbH;2017-02-06
Snapp.ai GmbH;2017-02-06
SUN VALUE GmbH;2017-02-04
chemprox GmbH;2017-02-03
Cormos Medical GmbH;2017-02-03
DBD Plasma GmbH;2017-02-03
ENSO eCommerce GmbH;2017-02-03
Health & Wise GmbH;2017-02-03
Immo Circle GmbH;2017-02-03
keeunit GmbH;2017-02-03
Kenjo GmbH;2017-02-03
Lieferlotse GmbH;2017-02-03
Pixel Robotics GmbH;2017-02-03
Steuerbot GmbH;2017-02-03
Bell-Dekorative Kosmetik Deutschland GmbH;2017-02-02
Lab-on-Fiber GmbH;2017-02-02
manalog GmbH;2017-02-02
Nexxt.One Alpha GmbH;2017-02-02
Novaprem UG (haftungsbeschränkt);2017-02-02
SolutionS-n GmbH;2017-02-02
TrendRaider GmbH;2017-02-02
T-shaped Learning Solutions GmbH;2017-02-02
UXA Foodsharing UG (haftungsbeschränkt);2017-02-02
Vethome GmbH;2017-02-02
anaan GmbH;2017-02-01
HSWmaterials GmbH;2017-02-01
imovino UG (haftungsbeschränkt);2017-02-01
Pronteo UG (haftungsbeschränkt);2017-02-01
SEMDATEX GmbH;2017-02-01
Teclen GmbH;2017-02-01
Visioverdis GmbH;2017-02-01
Zalena Interieur GmbH;2017-02-01
Animal Quality Research and Development - AQRaD GmbH;2017-01-31
Barrel Roll Games GmbH & Co. KG;2017-01-31
bettercoach.de GmbH;2017-01-31
inteligy Service GmbH;2017-01-31
INT International Nutricure Trade GmbH;2017-01-31
Lindera GmbH;2017-01-31
Neurosphere UG (haftungsbeschränkt);2017-01-31
RMC on site machining GmbH;2017-01-31
Sportsnext Application GmbH;2017-01-31
TAVLA Technology GmbH;2017-01-31
Tumaly GmbH & Co. KG;2017-01-31
YourBroadcast GmbH;2017-01-31
Blimp App GmbH;2017-01-30
Catalent Düsseldorf GmbH;2017-01-30
DESLAB GmbH;2017-01-30
HANO UG (haftungsbeschränkt);2017-01-30
OKIKO GmbH;2017-01-30
Rhyk Technologies GmbH;2017-01-30
RightNow GmbH;2017-01-30
Starcopter GmbH;2017-01-30
FFS Fine Food Solutions GmbH;2017-01-28
Believe Meal GmbH;2017-01-27
BRiONiC GmbH;2017-01-27
Cognitive UX GmbH;2017-01-27
Gründerkind GmbH;2017-01-27
newbox medical GmbH;2017-01-27
SafeMyPlace Sicherheit UG (haftungsbeschränkt);2017-01-27
Scalerion GmbH;2017-01-27
Specialized Suppliers GmbH;2017-01-27
YouthShots GmbH & Co. KG;2017-01-27
Cestriom GmbH;2017-01-26
corbit GmbH;2017-01-26
Govii UG (haftungsbeschränkt);2017-01-26
Icotronix GmbH;2017-01-26
INN-ovativ KG;2017-01-26
MOROTAI GmbH;2017-01-26
Power Slim Deutschland GmbH;2017-01-26
ShipXpert GmbH;2017-01-26
TERZ Industrial Electronics GmbH;2017-01-26
Workpath GmbH;2017-01-26
Alfa-Con GmbH;2017-01-25
CT-Limousinen Service GmbH;2017-01-25
deineMaschine GmbH;2017-01-25
foodji marketplace GmbH;2017-01-25
headtrip immersive media GmbH;2017-01-25
INSTICUBE GmbH;2017-01-25
LOOTBOY GmbH;2017-01-25
pathbender GmbH;2017-01-25
remind me GmbH;2017-01-25
SMART DATA ANALYTICS UG (HAFTUNGSBESCHRÄNKT);2017-01-25
Ticombo GmbH;2017-01-25
WomoTech UG (haftungsbeschränkt);2017-01-25
Bergluft GmbH;2017-01-24
cioplenu GmbH;2017-01-24
develogment GmbH & Co. KG;2017-01-24
Faunder Energy GmbH;2017-01-24
Hivex Solutions UG (haftungsbeschränkt);2017-01-24
Intensovet GmbH;2017-01-24
KAIBITS Software GmbH;2017-01-24
Koru Deutschland GmbH;2017-01-24
PROGRESS EQUALS HAPPINESS UG (haftungsbeschränkt);2017-01-24
Snoozo GmbH;2017-01-24
deliani GmbH;2017-01-23
fmed GmbH;2017-01-23
readdy GmbH;2017-01-23
UManity GmbH;2017-01-23
Velvion GmbH;2017-01-23
Worklean GmbH;2017-01-23
hivel UG (haftungsbeschränkt);2017-01-22
cloudradar GmbH;2017-01-20
Fieber IT GmbH;2017-01-20
ikone media GmbH;2017-01-20
Kraftvoll Technologies GmbH;2017-01-20
Ninja Parentz UG (haftungsbeschränkt);2017-01-20
NUMAFERM GmbH;2017-01-20
OneXip GmbH;2017-01-20
Papoo Software & Media GmbH;2017-01-20
auvirea GmbH;2017-01-19
BOROSA Acoustic Levitation GmbH;2017-01-19
Broermann Research GmbH;2017-01-19
clip.tube GmbH & Co. KG;2017-01-19
KERNWERK GmbH;2017-01-19
Kraken Robotik GmbH;2017-01-19
Maroto Innovation UG (haftungsbeschränkt);2017-01-19
Matterial GmbH;2017-01-19
MDL Mobility Data Lab GmbH;2017-01-19
Metals Hub GmbH;2017-01-19
mHealth Pioneers GmbH;2017-01-19
NAVENTIK GmbH;2017-01-19
SHRED RACK GmbH;2017-01-19
Slegers & Koch GmbH;2017-01-19
waiteroo.de UG (haftungsbeschränkt);2017-01-19
25ways mobility GmbH;2017-01-18
Boxiland GmbH;2017-01-18
Coniclabs GmbH;2017-01-18
Cyclever GmbH;2017-01-18
DOOST Engineering GmbH;2017-01-18
Jometa GmbH Agentur für Personalwerbung;2017-01-18
NIM Competence Center for Digital Healthcare GmbH;2017-01-18
platform3l GmbH;2017-01-18
Sound & Light Solutions Engineering GmbH;2017-01-18
Bongour GmbH;2017-01-17
Carminga GmbH;2017-01-17
CinkS labs GmbH;2017-01-17
Diabetizer GmbH;2017-01-17
eBall GmbH;2017-01-17
FarmTool Farmsoftware GmbH;2017-01-17
Goodly Innovations GmbH;2017-01-17
Hoeller Electrolyzer GmbH;2017-01-17
L.A.B.S. UG (haftungsbeschränkt);2017-01-17
NEARBY MINDS UG (haftungsbeschränkt);2017-01-17
PBM Personal Business Machine AG;2017-01-17
TalentBait GmbH;2017-01-17
Wettermanufaktur GmbH;2017-01-17
3BOTS 3D Engineering GmbH;2017-01-16
Ergoist GmbH;2017-01-16
evoteq Digital UG (haftungsbeschränkt);2017-01-16
HEYHO GmbH;2017-01-16
Olin.do UG (haftungsbeschränkt);2017-01-16
synatos GmbH;2017-01-16
eKidz.eu GmbH;2017-01-14
iuvas medical GmbH;2017-01-14
3Bears Foods GmbH;2017-01-13
BestFella GmbH;2017-01-13
Breakaway Specialists UG (haftungsbeschränkt);2017-01-13
confirado GmbH & Co. KG;2017-01-13
CrazyBunch UG (haftungsbeschränkt);2017-01-13
Enscape GmbH;2017-01-13
homeandsmart GmbH;2017-01-13
Lilian Labs GmbH;2017-01-13
Micromerce GmbH;2017-01-13
Muchachoo GmbH;2017-01-13
starwings GmbH;2017-01-13
Varomo UG (haftungsbeschränkt);2017-01-13
KENDAXA Holding GmbH;2017-01-12
MMD - MentorMeDental GmbH;2017-01-12
Nordparker UG (haftungsbeschränkt);2017-01-12
ProsektIS UG (haftungsbeschränkt);2017-01-12
SK-Handel24 GmbH;2017-01-12
Token Tantrum UG (haftungsbeschränkt);2017-01-12
VR-Noobs.club UG (haftungsbeschränkt);2017-01-12
BlackDackel GmbH;2017-01-11
Callicon UG (haftungsbeschränkt);2017-01-11
Connektr.io GmbH;2017-01-11
Germandrones GmbH;2017-01-11
LemonSwan GmbH;2017-01-11
Pandanote UG (haftungsbeschränkt);2017-01-11
PIXSAME UG (haftungsbeschränkt);2017-01-11
ScreenSYS GmbH;2017-01-11
thullex GmbH;2017-01-11
naschlabor GmbH;2017-01-10
Noscendo GmbH;2017-01-10
R&D Lab GmbH;2017-01-10
Souleway GmbH;2017-01-10
Viridi Foods GmbH;2017-01-10
BAKTAT AG;2017-01-09
Carmato GmbH;2017-01-09
GREEN ENERGY SOFT GmbH;2017-01-09
MonetizationAI GmbH;2017-01-09
to signify GmbH;2017-01-09
EGP Verlag GmbH;2017-01-06
LiveCycle GmbH;2017-01-06
Naeco Blue GmbH;2017-01-06
Skagic UG (haftungsbeschränkt);2017-01-06
SkillCert Solution UG (haftungsbeschränkt);2017-01-06
App & Eat GmbH;2017-01-05
extrafit Innovation GmbH;2017-01-05
Goal Commerce Europe GmbH;2017-01-05
Portabiles HealthCare Technologies GmbH;2017-01-05
Shop do IT GmbH;2017-01-05
Skills4School GmbH;2017-01-05
SterilTec GmbH;2017-01-05
Tower360 GmbH;2017-01-05
Trovus Tech GmbH;2017-01-05
Accelerest AG;2017-01-04
BringLiesel GmbH;2017-01-04
evontix GmbH;2017-01-04
Inuco UG (haftungsbeschränkt);2017-01-04
Keramik Loft GmbH;2017-01-04
Minova Technology GmbH;2017-01-04
SLL Automotive Group GmbH;2017-01-04
TimeRide GmbH;2017-01-04
Healy GmbH;2017-01-03
SOLVATION GERMANY GmbH;2017-01-03
TargetVideo Parenting Media GmbH;2017-01-03
user generated design GmbH;2017-01-03
VMPROVE GmbH;2017-01-03
25friends GmbH;2017-01-02
ProteoPlex GmbH;2017-01-02
Wee GmbH;2017-01-02
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
